time,sdash,nstar,tempc,hrate,test_no,gammap
32.43,4.085,23146.6,84.18,30.0,3,7.85
32.69,4.073,23094.8,84.33,30.0,3,7.85
32.95,4.061,23042.3,84.48,30.0,3,7.85
33.21,4.049,22986.9,84.62,30.0,3,7.85
33.46,4.037,22932.7,84.7,30.0,3,7.85
33.72,4.026,22881.9,84.8,30.0,3,7.85
33.98,4.014,22830.4,84.93,30.0,3,7.85
34.24,4.002,22777.2,85.05,30.0,3,7.85
34.49,3.99,22723.6,85.13,30.0,3,7.85
34.75,3.977,22669.4,85.28,30.0,3,7.85
35.01,3.964,22613.4,85.46,30.0,3,7.85
35.27,3.95,22554.9,85.62,30.0,3,7.85
35.52,3.938,22502.2,85.75,30.0,3,7.85
35.78,3.927,22455.4,85.9,30.0,3,7.85
36.04,3.916,22405.4,86.04,30.0,3,7.85
36.3,3.904,22352.7,86.15,30.0,3,7.85
36.56,3.893,22301.5,86.24,30.0,3,7.85
36.81,3.88,22251.3,86.34,30.0,3,7.85
37.07,3.868,22197.5,86.48,30.0,3,7.85
37.33,3.856,22142.0,86.59,30.0,3,7.85
37.59,3.844,22086.1,86.69,30.0,3,7.85
37.84,3.833,22030.0,86.86,30.0,3,7.85
38.1,3.821,21973.7,87.05,30.0,3,7.85
38.36,3.809,21917.3,87.19,30.0,3,7.85
38.62,3.797,21865.0,87.34,30.0,3,7.85
38.87,3.786,21813.5,87.5,30.0,3,7.85
39.13,3.775,21759.4,87.64,30.0,3,7.85
39.39,3.763,21705.0,87.74,30.0,3,7.85
39.65,3.751,21648.3,87.84,30.0,3,7.85
39.9,3.738,21591.5,87.96,30.0,3,7.85
40.16,3.725,21532.8,88.11,30.0,3,7.85
40.42,3.711,21474.0,88.2,30.0,3,7.85
40.68,3.697,21412.8,88.34,30.0,3,7.85
40.93,3.684,21352.3,88.52,30.0,3,7.85
41.19,3.671,21295.9,88.71,30.0,3,7.85
41.45,3.659,21240.7,88.85,30.0,3,7.85
41.71,3.647,21190.6,89.01,30.0,3,7.85
41.96,3.635,21140.8,89.16,30.0,3,7.85
42.22,3.623,21092.3,89.3,30.0,3,7.85
42.48,3.611,21043.2,89.39,30.0,3,7.85
42.74,3.599,20992.7,89.49,30.0,3,7.85
42.99,3.586,20939.6,89.61,30.0,3,7.85
43.25,3.574,20881.8,89.73,30.0,3,7.85
43.51,3.56,20823.3,89.85,30.0,3,7.85
43.77,3.547,20763.7,89.98,30.0,3,7.85
44.02,3.533,20704.7,90.12,30.0,3,7.85
44.28,3.521,20646.3,90.29,30.0,3,7.85
44.54,3.509,20591.0,90.47,30.0,3,7.85
44.8,3.497,20538.4,90.58,30.0,3,7.85
45.05,3.484,20484.6,90.69,30.0,3,7.85
45.31,3.471,20430.2,90.83,30.0,3,7.85
45.57,3.459,20379.8,90.97,30.0,3,7.85
45.83,3.446,20331.6,91.08,30.0,3,7.85
46.08,3.433,20277.2,91.19,30.0,3,7.85
46.34,3.419,20219.3,91.33,30.0,3,7.85
46.6,3.405,20162.9,91.46,30.0,3,7.85
46.86,3.39,20107.3,91.57,30.0,3,7.85
47.12,3.378,20054.6,91.69,30.0,3,7.85
47.37,3.366,20003.6,91.86,30.0,3,7.85
47.63,3.353,19950.7,92.01,30.0,3,7.85
47.89,3.341,19896.6,92.13,30.0,3,7.85
48.15,3.328,19839.4,92.24,30.0,3,7.85
48.4,3.315,19780.0,92.38,30.0,3,7.85
48.66,3.303,19721.6,92.51,30.0,3,7.85
48.92,3.29,19664.0,92.63,30.0,3,7.85
49.18,3.278,19601.8,92.75,30.0,3,7.85
49.43,3.264,19537.4,92.9,30.0,3,7.85
49.69,3.251,19472.1,93.03,30.0,3,7.85
49.95,3.238,19406.6,93.15,30.0,3,7.85
50.21,3.226,19347.5,93.29,30.0,3,7.85
50.46,3.214,19290.1,93.46,30.0,3,7.85
50.72,3.202,19237.5,93.61,30.0,3,7.85
50.98,3.19,19185.7,93.73,30.0,3,7.85
51.24,3.178,19136.7,93.86,30.0,3,7.85
51.49,3.167,19088.0,94.0,30.0,3,7.85
51.75,3.154,19035.9,94.13,30.0,3,7.85
52.01,3.142,18983.6,94.25,30.0,3,7.85
52.27,3.128,18926.4,94.39,30.0,3,7.85
52.52,3.113,18869.6,94.53,30.0,3,7.85
52.78,3.101,18816.6,94.65,30.0,3,7.85
53.04,3.089,18764.3,94.78,30.0,3,7.85
53.3,3.08,18716.2,94.93,30.0,3,7.85
53.55,3.07,18668.2,95.11,30.0,3,7.85
53.81,3.059,18620.8,95.24,30.0,3,7.85
54.07,3.049,18574.6,95.36,30.0,3,7.85
54.33,3.039,18531.5,95.49,30.0,3,7.85
54.58,3.03,18487.3,95.63,30.0,3,7.85
54.84,3.021,18441.1,95.75,30.0,3,7.85
55.1,3.01,18391.0,95.86,30.0,3,7.85
55.36,2.998,18334.4,96.0,30.0,3,7.85
55.61,2.985,18276.4,96.13,30.0,3,7.85
55.87,2.972,18216.5,96.25,30.0,3,7.85
56.13,2.96,18157.2,96.37,30.0,3,7.85
56.39,2.948,18098.6,96.54,30.0,3,7.85
56.64,2.936,18039.9,96.7,30.0,3,7.85
56.9,2.924,17981.2,96.81,30.0,3,7.85
57.16,2.913,17928.2,96.93,30.0,3,7.85
57.42,2.902,17878.7,97.07,30.0,3,7.85
57.67,2.893,17832.8,97.2,30.0,3,7.85
57.93,2.884,17788.5,97.32,30.0,3,7.85
58.19,2.874,17741.1,97.44,30.0,3,7.85
58.45,2.864,17692.5,97.57,30.0,3,7.85
58.71,2.854,17643.5,97.7,30.0,3,7.85
58.96,2.844,17594.3,97.82,30.0,3,7.85
59.22,2.833,17540.7,97.96,30.0,3,7.85
59.48,2.823,17486.3,98.13,30.0,3,7.85
59.74,2.812,17429.7,98.27,30.0,3,7.85
59.99,2.8,17372.9,98.38,30.0,3,7.85
60.25,2.79,17321.2,98.51,30.0,3,7.85
60.51,2.78,17269.8,98.65,30.0,3,7.85
60.77,2.771,17222.9,98.78,30.0,3,7.85
61.02,2.762,17176.2,98.9,30.0,3,7.85
61.28,2.753,17131.4,99.03,30.0,3,7.85
61.54,2.745,17088.5,99.17,30.0,3,7.85
61.8,2.737,17056.6,99.3,30.0,3,7.85
62.05,2.729,17023.7,99.42,30.0,3,7.85
62.31,2.722,16987.0,99.58,30.0,3,7.85
62.57,2.714,16948.9,99.76,30.0,3,7.85
62.83,2.704,16906.6,99.89,30.0,3,7.85
63.08,2.695,16864.5,100.01,30.0,3,7.85
63.34,2.685,16822.4,100.15,30.0,3,7.85
63.6,2.676,16779.9,100.28,30.0,3,7.85
63.86,2.667,16736.8,100.4,30.0,3,7.85
64.11,2.659,16691.8,100.52,30.0,3,7.85
64.37,2.651,16644.5,100.66,30.0,3,7.85
64.63,2.643,16601.2,100.79,30.0,3,7.85
64.89,2.636,16561.7,100.91,30.0,3,7.85
65.14,2.629,16524.0,101.03,30.0,3,7.85
65.4,2.623,16487.7,101.2,30.0,3,7.85
65.66,2.616,16451.3,101.35,30.0,3,7.85
65.92,2.609,16415.0,101.47,30.0,3,7.85
66.17,2.601,16376.2,101.59,30.0,3,7.85
66.43,2.593,16336.3,101.73,30.0,3,7.85
66.69,2.584,16296.9,101.85,30.0,3,7.85
66.95,2.576,16257.6,101.97,30.0,3,7.85
67.2,2.568,16217.1,102.09,30.0,3,7.85
67.46,2.559,16176.2,102.22,30.0,3,7.85
67.72,2.551,16134.7,102.35,30.0,3,7.85
67.98,2.542,16093.0,102.46,30.0,3,7.85
68.23,2.536,16058.6,102.6,30.0,3,7.85
68.49,2.53,16025.0,102.77,30.0,3,7.85
68.75,2.525,15995.7,102.91,30.0,3,7.85
69.01,2.519,15966.4,103.02,30.0,3,7.85
69.26,2.514,15936.0,103.15,30.0,3,7.85
69.52,2.509,15905.4,103.29,30.0,3,7.85
69.78,2.503,15873.4,103.41,30.0,3,7.85
70.04,2.497,15841.0,103.53,30.0,3,7.85
70.3,2.49,15805.9,103.66,30.0,3,7.85
70.55,2.484,15770.0,103.8,30.0,3,7.85
70.81,2.476,15730.7,103.92,30.0,3,7.85
71.07,2.469,15691.4,104.03,30.0,3,7.85
71.33,2.463,15652.3,104.2,30.0,3,7.85
71.58,2.456,15612.8,104.37,30.0,3,7.85
71.84,2.449,15572.4,104.48,30.0,3,7.85
72.1,2.442,15533.8,104.6,30.0,3,7.85
72.36,2.435,15498.0,104.74,30.0,3,7.85
72.61,2.429,15467.1,104.88,30.0,3,7.85
72.87,2.425,15442.6,104.99,30.0,3,7.85
73.13,2.42,15416.5,105.11,30.0,3,7.85
73.39,2.415,15388.6,105.25,30.0,3,7.85
73.64,2.41,15363.7,105.38,30.0,3,7.85
73.9,2.403,15341.2,105.5,30.0,3,7.85
74.16,2.398,15320.0,105.63,30.0,3,7.85
74.42,2.392,15299.6,105.8,30.0,3,7.85
74.67,2.386,15273.5,105.95,30.0,3,7.85
74.93,2.381,15244.7,106.06,30.0,3,7.85
75.19,2.375,15211.3,106.18,30.0,3,7.85
75.45,2.369,15176.3,106.32,30.0,3,7.85
75.7,2.363,15146.7,106.44,30.0,3,7.85
75.96,2.358,15118.6,106.56,30.0,3,7.85
76.22,2.354,15088.6,106.68,30.0,3,7.85
76.48,2.35,15058.3,106.81,30.0,3,7.85
76.73,2.345,15026.5,106.93,30.0,3,7.85
76.99,2.339,14994.6,107.05,30.0,3,7.85
77.25,2.336,14978.5,107.18,30.0,3,7.85
77.51,2.333,14962.9,107.35,30.0,3,7.85
77.76,2.33,14947.4,107.48,30.0,3,7.85
78.02,2.328,14931.9,107.59,30.0,3,7.85
78.28,2.323,14910.5,107.71,30.0,3,7.85
78.54,2.318,14888.6,107.85,30.0,3,7.85
78.79,2.312,14864.4,107.97,30.0,3,7.85
79.05,2.306,14840.0,108.08,30.0,3,7.85
79.31,2.301,14819.9,108.21,30.0,3,7.85
79.57,2.297,14800.4,108.34,30.0,3,7.85
79.82,2.291,14766.9,108.46,30.0,3,7.85
80.08,2.285,14731.4,108.59,30.0,3,7.85
80.34,2.278,14698.0,108.74,30.0,3,7.85
80.6,2.27,14664.7,108.9,30.0,3,7.85
80.86,2.266,14638.7,109.03,30.0,3,7.85
81.11,2.261,14612.6,109.16,30.0,3,7.85
81.37,2.257,14586.1,109.29,30.0,3,7.85
81.63,2.253,14559.4,109.42,30.0,3,7.85
81.89,2.249,14531.7,109.55,30.0,3,7.85
82.14,2.244,14506.6,109.67,30.0,3,7.85
82.4,2.241,14494.4,109.8,30.0,3,7.85
82.66,2.238,14481.6,109.94,30.0,3,7.85
82.92,2.236,14466.4,110.06,30.0,3,7.85
83.17,2.234,14448.8,110.19,30.0,3,7.85
83.43,2.23,14425.0,110.35,30.0,3,7.85
83.69,2.226,14404.5,110.51,30.0,3,7.85
83.95,2.223,14390.2,110.64,30.0,3,7.85
84.2,2.219,14375.1,110.76,30.0,3,7.85
84.46,2.215,14358.7,110.89,30.0,3,7.85
84.72,2.211,14336.6,111.02,30.0,3,7.85
84.98,2.206,14307.8,111.14,30.0,3,7.85
85.23,2.2,14277.2,111.27,30.0,3,7.85
85.49,2.193,14245.0,111.4,30.0,3,7.85
85.75,2.189,14221.5,111.52,30.0,3,7.85
86.01,2.185,14204.4,111.64,30.0,3,7.85
86.26,2.182,14181.0,111.77,30.0,3,7.85
86.52,2.178,14154.0,111.93,30.0,3,7.85
86.78,2.174,14127.5,112.07,30.0,3,7.85
87.04,2.171,14101.1,112.18,30.0,3,7.85
87.29,2.167,14080.6,112.32,30.0,3,7.85
87.55,2.164,14062.0,112.48,30.0,3,7.85
87.81,2.162,14052.9,112.61,30.0,3,7.85
88.07,2.161,14046.0,112.73,30.0,3,7.85
88.32,2.159,14030.0,112.85,30.0,3,7.85
88.58,2.157,14012.6,112.98,30.0,3,7.85
88.84,2.154,13998.3,113.1,30.0,3,7.85
89.1,2.151,13984.3,113.22,30.0,3,7.85
89.35,2.149,13974.6,113.37,30.0,3,7.85
89.61,2.147,13964.8,113.53,30.0,3,7.85
89.87,2.145,13950.5,113.63,30.0,3,7.85
90.13,2.143,13935.3,113.72,30.0,3,7.85
90.38,2.138,13912.1,113.87,30.0,3,7.85
90.64,2.133,13889.1,114.03,30.0,3,7.85
90.9,2.128,13867.6,114.15,30.0,3,7.85
91.16,2.123,13845.8,114.27,30.0,3,7.85
91.41,2.119,13823.1,114.41,30.0,3,7.85
91.67,2.116,13799.7,114.54,30.0,3,7.85
91.93,2.111,13774.6,114.66,30.0,3,7.85
92.19,2.107,13751.1,114.79,30.0,3,7.85
92.45,2.102,13730.3,114.96,30.0,3,7.85
92.7,2.098,13711.7,115.11,30.0,3,7.85
92.96,2.096,13696.5,115.2,30.0,3,7.85
93.22,2.094,13681.5,115.31,30.0,3,7.85
93.48,2.091,13666.9,115.48,30.0,3,7.85
93.73,2.089,13654.0,115.63,30.0,3,7.85
93.99,2.086,13642.8,115.75,30.0,3,7.85
94.25,2.084,13632.2,115.88,30.0,3,7.85
94.51,2.082,13622.1,116.01,30.0,3,7.85
94.76,2.08,13611.6,116.14,30.0,3,7.85
95.02,2.079,13600.9,116.26,30.0,3,7.85
95.28,2.077,13589.8,116.4,30.0,3,7.85
95.54,2.075,13578.6,116.57,30.0,3,7.85
95.79,2.072,13565.8,116.69,30.0,3,7.85
96.05,2.068,13552.4,116.78,30.0,3,7.85
96.31,2.064,13533.9,116.92,30.0,3,7.85
96.57,2.06,13514.2,117.08,30.0,3,7.85
96.82,2.057,13499.6,117.21,30.0,3,7.85
97.08,2.053,13485.7,117.33,30.0,3,7.85
97.34,2.049,13465.7,117.46,30.0,3,7.85
97.6,2.044,13445.3,117.59,30.0,3,7.85
97.85,2.04,13422.6,117.7,30.0,3,7.85
98.11,2.036,13400.0,117.82,30.0,3,7.85
98.37,2.034,13380.1,117.97,30.0,3,7.85
98.63,2.031,13361.3,118.13,30.0,3,7.85
98.88,2.03,13351.4,118.22,30.0,3,7.85
99.14,2.028,13340.1,118.31,30.0,3,7.85
99.4,2.025,13321.7,118.47,30.0,3,7.85
99.66,2.023,13305.2,118.62,30.0,3,7.85
99.91,2.023,13295.2,118.74,30.0,3,7.85
100.17,2.022,13286.5,118.86,30.0,3,7.85
100.43,2.021,13281.0,118.98,30.0,3,7.85
100.69,2.019,13275.9,119.11,30.0,3,7.85
100.94,2.018,13271.8,119.23,30.0,3,7.85
101.2,2.016,13263.3,119.35,30.0,3,7.85
101.46,2.013,13248.1,119.51,30.0,3,7.85
101.72,2.011,13236.9,119.65,30.0,3,7.85
101.97,2.008,13230.5,119.74,30.0,3,7.85
102.23,2.005,13217.3,119.85,30.0,3,7.85
102.49,2.001,13197.7,120.01,30.0,3,7.85
102.75,1.996,13177.6,120.16,30.0,3,7.85
103.01,1.992,13157.2,120.28,30.0,3,7.85
103.26,1.989,13138.5,120.4,30.0,3,7.85
103.52,1.986,13120.7,120.53,30.0,3,7.85
103.78,1.984,13110.1,120.66,30.0,3,7.85
104.04,1.983,13102.8,120.78,30.0,3,7.85
104.29,1.981,13089.3,120.92,30.0,3,7.85
104.55,1.979,13073.7,121.09,30.0,3,7.85
104.81,1.979,13066.9,121.21,30.0,3,7.85
105.07,1.978,13062.1,121.3,30.0,3,7.85
105.32,1.978,13053.6,121.44,30.0,3,7.85
105.58,1.977,13044.6,121.6,30.0,3,7.85
105.84,1.974,13027.5,121.73,30.0,3,7.85
106.1,1.971,13009.7,121.85,30.0,3,7.85
106.35,1.968,12991.0,121.97,30.0,3,7.85
106.61,1.966,12972.4,122.1,30.0,3,7.85
106.87,1.963,12956.5,122.22,30.0,3,7.85
107.13,1.96,12940.5,122.34,30.0,3,7.85
107.38,1.957,12922.9,122.5,30.0,3,7.85
107.64,1.954,12906.4,122.66,30.0,3,7.85
107.9,1.951,12895.4,122.74,30.0,3,7.85
108.16,1.948,12886.5,122.83,30.0,3,7.85
108.41,1.948,12885.1,122.99,30.0,3,7.85
108.67,1.948,12883.2,123.15,30.0,3,7.85
108.93,1.947,12880.4,123.27,30.0,3,7.85
109.19,1.946,12876.4,123.38,30.0,3,7.85
109.44,1.945,12868.9,123.51,30.0,3,7.85
109.7,1.944,12861.8,123.63,30.0,3,7.85
109.96,1.942,12856.0,123.75,30.0,3,7.85
110.22,1.941,12849.5,123.87,30.0,3,7.85
110.47,1.94,12840.6,124.03,30.0,3,7.85
110.73,1.939,12830.5,124.17,30.0,3,7.85
110.99,1.935,12815.2,124.26,30.0,3,7.85
111.25,1.932,12798.6,124.36,30.0,3,7.85
111.5,1.928,12775.7,124.52,30.0,3,7.85
111.76,1.924,12755.8,124.67,30.0,3,7.85
112.02,1.922,12745.7,124.8,30.0,3,7.85
112.28,1.919,12734.0,124.92,30.0,3,7.85
112.53,1.916,12718.5,125.05,30.0,3,7.85
112.79,1.914,12706.7,125.18,30.0,3,7.85
113.05,1.913,12701.5,125.31,30.0,3,7.85
113.31,1.912,12694.8,125.45,30.0,3,7.85
113.56,1.912,12685.7,125.6,30.0,3,7.85
113.82,1.911,12680.3,125.73,30.0,3,7.85
114.08,1.91,12679.0,125.83,30.0,3,7.85
114.34,1.908,12672.8,125.96,30.0,3,7.85
114.6,1.905,12662.4,126.12,30.0,3,7.85
114.85,1.903,12650.0,126.26,30.0,3,7.85
115.11,1.901,12636.1,126.39,30.0,3,7.85
115.37,1.898,12618.9,126.51,30.0,3,7.85
115.63,1.896,12600.1,126.64,30.0,3,7.85
115.88,1.894,12587.8,126.77,30.0,3,7.85
116.14,1.891,12578.2,126.89,30.0,3,7.85
116.4,1.889,12566.0,127.05,30.0,3,7.85
116.66,1.888,12553.0,127.2,30.0,3,7.85
116.91,1.887,12542.6,127.31,30.0,3,7.85
117.17,1.886,12532.7,127.41,30.0,3,7.85
117.43,1.885,12531.4,127.55,30.0,3,7.85
117.69,1.883,12531.1,127.71,30.0,3,7.85
117.94,1.881,12523.1,127.83,30.0,3,7.85
118.2,1.878,12514.6,127.96,30.0,3,7.85
118.46,1.875,12499.6,128.08,30.0,3,7.85
118.72,1.872,12485.2,128.2,30.0,3,7.85
118.97,1.87,12478.7,128.32,30.0,3,7.85
119.23,1.868,12472.6,128.45,30.0,3,7.85
119.49,1.869,12469.3,128.6,30.0,3,7.85
119.75,1.869,12464.8,128.74,30.0,3,7.85
120.0,1.869,12454.7,128.84,30.0,3,7.85
120.26,1.869,12446.3,128.94,30.0,3,7.85
120.52,1.869,12443.7,129.1,30.0,3,7.85
120.78,1.869,12441.8,129.24,30.0,3,7.85
121.03,1.869,12441.8,129.36,30.0,3,7.85
121.29,1.868,12439.3,129.48,30.0,3,7.85
121.55,1.867,12432.4,129.61,30.0,3,7.85
121.81,1.864,12421.9,129.73,30.0,3,7.85
122.06,1.861,12406.4,129.85,30.0,3,7.85
122.32,1.858,12393.4,129.99,30.0,3,7.85
122.58,1.855,12383.2,130.14,30.0,3,7.85
122.84,1.854,12376.0,130.26,30.0,3,7.85
123.09,1.853,12371.5,130.35,30.0,3,7.85
123.35,1.851,12364.3,130.48,30.0,3,7.85
123.61,1.85,12355.1,130.64,30.0,3,7.85
123.87,1.849,12345.6,130.77,30.0,3,7.85
124.12,1.847,12336.0,130.89,30.0,3,7.85
124.38,1.846,12330.7,131.02,30.0,3,7.85
124.64,1.845,12327.2,131.14,30.0,3,7.85
124.9,1.844,12323.8,131.27,30.0,3,7.85
125.15,1.844,12320.5,131.39,30.0,3,7.85
125.41,1.843,12311.2,131.54,30.0,3,7.85
125.67,1.842,12300.6,131.7,30.0,3,7.85
125.93,1.841,12295.0,131.8,30.0,3,7.85
126.19,1.84,12289.9,131.89,30.0,3,7.85
126.44,1.84,12286.7,132.05,30.0,3,7.85
126.7,1.841,12283.6,132.21,30.0,3,7.85
126.96,1.839,12277.5,132.33,30.0,3,7.85
127.22,1.838,12271.1,132.46,30.0,3,7.85
127.47,1.837,12260.7,132.58,30.0,3,7.85
127.73,1.835,12250.2,132.71,30.0,3,7.85
127.99,1.833,12239.7,132.84,30.0,3,7.85
128.25,1.83,12228.8,132.97,30.0,3,7.85
128.5,1.828,12216.0,133.13,30.0,3,7.85
128.76,1.826,12205.4,133.27,30.0,3,7.85
129.02,1.825,12202.2,133.36,30.0,3,7.85
129.28,1.824,12198.6,133.47,30.0,3,7.85
129.53,1.824,12194.2,133.63,30.0,3,7.85
129.79,1.824,12191.4,133.77,30.0,3,7.85
130.05,1.822,12191.6,133.9,30.0,3,7.85
130.31,1.82,12188.6,134.02,30.0,3,7.85
130.56,1.818,12180.7,134.14,30.0,3,7.85
130.82,1.817,12175.6,134.27,30.0,3,7.85
131.08,1.817,12173.6,134.39,30.0,3,7.85
131.34,1.816,12167.7,134.52,30.0,3,7.85
131.59,1.815,12158.5,134.68,30.0,3,7.85
131.85,1.813,12152.5,134.8,30.0,3,7.85
132.11,1.813,12148.9,134.89,30.0,3,7.85
132.37,1.812,12140.6,135.02,30.0,3,7.85
132.62,1.81,12129.8,135.17,30.0,3,7.85
132.88,1.811,12126.5,135.3,30.0,3,7.85
133.14,1.812,12126.4,135.43,30.0,3,7.85
133.4,1.811,12120.6,135.55,30.0,3,7.85
133.65,1.809,12113.1,135.67,30.0,3,7.85
133.91,1.808,12107.3,135.8,30.0,3,7.85
134.17,1.806,12101.8,135.92,30.0,3,7.85
134.43,1.805,12096.3,136.07,30.0,3,7.85
134.68,1.803,12090.8,136.23,30.0,3,7.85
134.94,1.803,12088.0,136.33,30.0,3,7.85
135.2,1.802,12085.4,136.42,30.0,3,7.85
135.46,1.8,12078.5,136.58,30.0,3,7.85
135.71,1.798,12071.7,136.73,30.0,3,7.85
135.97,1.797,12066.4,136.85,30.0,3,7.85
136.23,1.796,12061.3,136.98,30.0,3,7.85
136.49,1.796,12058.3,137.1,30.0,3,7.85
136.75,1.795,12055.0,137.23,30.0,3,7.85
137.0,1.795,12050.8,137.35,30.0,3,7.85
137.26,1.795,12047.0,137.48,30.0,3,7.85
137.52,1.794,12044.5,137.64,30.0,3,7.85
137.78,1.794,12041.6,137.78,30.0,3,7.85
138.03,1.793,12037.9,137.87,30.0,3,7.85
138.29,1.793,12036.5,137.99,30.0,3,7.85
138.55,1.794,12039.0,138.14,30.0,3,7.85
138.81,1.794,12035.3,138.28,30.0,3,7.85
139.06,1.792,12022.4,138.4,30.0,3,7.85
139.32,1.791,12015.4,138.53,30.0,3,7.85
139.58,1.79,12014.9,138.65,30.0,3,7.85
139.84,1.79,12012.6,138.77,30.0,3,7.85
140.09,1.79,12008.6,138.89,30.0,3,7.85
140.35,1.789,12005.1,139.03,30.0,3,7.85
140.61,1.79,12002.0,139.18,30.0,3,7.85
140.87,1.789,11998.0,139.29,30.0,3,7.85
141.12,1.787,11993.0,139.4,30.0,3,7.85
141.38,1.786,11991.8,139.52,30.0,3,7.85
141.64,1.786,11995.1,139.65,30.0,3,7.85
141.9,1.786,11991.9,139.8,30.0,3,7.85
142.15,1.784,11980.8,139.93,30.0,3,7.85
142.41,1.783,11972.0,140.06,30.0,3,7.85
142.67,1.782,11966.4,140.2,30.0,3,7.85
142.93,1.781,11962.8,140.35,30.0,3,7.85
143.18,1.78,11961.5,140.49,30.0,3,7.85
143.44,1.779,11957.6,140.61,30.0,3,7.85
143.7,1.779,11951.7,140.71,30.0,3,7.85
143.96,1.778,11946.6,140.85,30.0,3,7.85
144.21,1.777,11942.1,140.96,30.0,3,7.85
144.47,1.776,11938.0,141.05,30.0,3,7.85
144.73,1.776,11934.1,141.2,30.0,3,7.85
144.99,1.776,11937.5,141.35,30.0,3,7.85
145.24,1.777,11943.5,141.48,30.0,3,7.85
145.5,1.777,11940.2,141.61,30.0,3,7.85
145.76,1.777,11934.3,141.77,30.0,3,7.85
146.02,1.776,11930.8,141.91,30.0,3,7.85
146.27,1.775,11927.7,142.04,30.0,3,7.85
146.53,1.774,11924.9,142.16,30.0,3,7.85
146.79,1.773,11922.1,142.27,30.0,3,7.85
147.05,1.775,11929.1,142.42,30.0,3,7.85
147.3,1.776,11936.2,142.51,30.0,3,7.85
147.56,1.774,11925.5,142.62,30.0,3,7.85
147.82,1.773,11915.8,142.78,30.0,3,7.85
148.08,1.774,11917.2,142.93,30.0,3,7.85
148.34,1.774,11917.8,143.05,30.0,3,7.85
148.59,1.774,11913.9,143.19,30.0,3,7.85
148.85,1.773,11909.9,143.35,30.0,3,7.85
149.11,1.773,11904.9,143.49,30.0,3,7.85
149.37,1.772,11898.2,143.62,30.0,3,7.85
149.62,1.77,11886.5,143.73,30.0,3,7.85
149.88,1.768,11878.7,143.85,30.0,3,7.85
150.14,1.768,11879.9,143.98,30.0,3,7.85
150.4,1.767,11879.6,144.06,30.0,3,7.85
150.65,1.767,11877.0,144.19,30.0,3,7.85
150.91,1.766,11875.1,144.34,30.0,3,7.85
151.17,1.765,11874.3,144.47,30.0,3,7.85
151.43,1.764,11873.5,144.59,30.0,3,7.85
151.68,1.763,11872.7,144.74,30.0,3,7.85
151.94,1.762,11873.3,144.92,30.0,3,7.85
152.2,1.762,11875.1,145.08,30.0,3,7.85
152.46,1.762,11876.4,145.2,30.0,3,7.85
152.71,1.762,11877.3,145.3,30.0,3,7.85
152.97,1.762,11879.1,145.44,30.0,3,7.85
153.23,1.762,11881.3,145.55,30.0,3,7.85
153.49,1.763,11881.4,145.63,30.0,3,7.85
153.74,1.764,11880.6,145.74,30.0,3,7.85
154.0,1.765,11884.8,145.88,30.0,3,7.85
154.26,1.766,11890.3,146.01,30.0,3,7.85
154.52,1.766,11889.1,146.14,30.0,3,7.85
154.77,1.766,11886.6,146.29,30.0,3,7.85
155.03,1.766,11879.6,146.49,30.0,3,7.85
155.29,1.765,11872.2,146.62,30.0,3,7.85
155.55,1.766,11871.7,146.74,30.0,3,7.85
155.8,1.766,11871.7,146.85,30.0,3,7.85
156.06,1.766,11877.1,147.0,30.0,3,7.85
156.32,1.767,11881.6,147.09,30.0,3,7.85
156.58,1.766,11874.3,147.18,30.0,3,7.85
156.83,1.765,11867.6,147.29,30.0,3,7.85
157.09,1.764,11865.0,147.44,30.0,3,7.85
157.35,1.763,11863.4,147.56,30.0,3,7.85
157.61,1.763,11866.3,147.71,30.0,3,7.85
157.86,1.763,11868.0,147.88,30.0,3,7.85
158.12,1.762,11866.0,148.07,30.0,3,7.85
158.38,1.762,11864.3,148.19,30.0,3,7.85
158.64,1.762,11863.3,148.3,30.0,3,7.85
158.9,1.762,11863.0,148.43,30.0,3,7.85
159.15,1.762,11863.9,148.56,30.0,3,7.85
159.41,1.762,11864.3,148.64,30.0,3,7.85
159.67,1.762,11863.8,148.74,30.0,3,7.85
159.93,1.762,11862.8,148.87,30.0,3,7.85
160.18,1.761,11861.2,149.01,30.0,3,7.85
160.44,1.761,11857.9,149.13,30.0,3,7.85
160.7,1.761,11853.2,149.28,30.0,3,7.85
160.96,1.761,11851.4,149.46,30.0,3,7.85
161.21,1.761,11851.4,149.61,30.0,3,7.85
161.47,1.761,11853.7,149.73,30.0,3,7.85
161.73,1.76,11857.2,149.84,30.0,3,7.85
161.99,1.76,11858.8,149.98,30.0,3,7.85
162.24,1.76,11859.6,150.08,30.0,3,7.85
162.5,1.759,11857.8,150.16,30.0,3,7.85
162.76,1.758,11855.3,150.26,30.0,3,7.85
163.02,1.759,11859.8,150.41,30.0,3,7.85
163.27,1.76,11865.7,150.53,30.0,3,7.85
163.53,1.759,11865.5,150.66,30.0,3,7.85
163.79,1.759,11864.7,150.82,30.0,3,7.85
164.05,1.759,11862.5,151.01,30.0,3,7.85
164.3,1.76,11860.4,151.14,30.0,3,7.85
164.56,1.761,11865.1,151.25,30.0,3,7.85
164.82,1.763,11869.6,151.36,30.0,3,7.85
165.08,1.764,11871.9,151.5,30.0,3,7.85
165.33,1.765,11873.5,151.59,30.0,3,7.85
