time,sdash,nstar,tempc,hrate,test_no,gammap
405.05,1.805,12124.1,137.28,10.0,1,7.85
405.83,1.803,12116.9,137.42,10.0,1,7.85
406.61,1.802,12109.0,137.53,10.0,1,7.85
407.38,1.8,12091.0,137.65,10.0,1,7.85
408.16,1.799,12076.4,137.8,10.0,1,7.85
408.94,1.799,12081.1,137.93,10.0,1,7.85
409.72,1.8,12088.9,138.04,10.0,1,7.85
410.49,1.803,12108.2,138.15,10.0,1,7.85
411.27,1.804,12119.4,138.31,10.0,1,7.85
412.05,1.803,12119.5,138.42,10.0,1,7.85
412.83,1.802,12104.7,138.53,10.0,1,7.85
413.6,1.8,12089.4,138.65,10.0,1,7.85
414.38,1.801,12091.4,138.81,10.0,1,7.85
415.16,1.803,12098.4,138.93,10.0,1,7.85
415.93,1.807,12103.5,139.03,10.0,1,7.85
416.71,1.809,12107.7,139.16,10.0,1,7.85
417.49,1.809,12115.6,139.33,10.0,1,7.85
418.27,1.808,12127.2,139.46,10.0,1,7.85
419.04,1.807,12133.6,139.56,10.0,1,7.85
419.82,1.804,12119.5,139.69,10.0,1,7.85
420.6,1.802,12099.3,139.85,10.0,1,7.85
421.38,1.802,12087.7,139.96,10.0,1,7.85
422.15,1.805,12083.4,140.06,10.0,1,7.85
422.93,1.807,12100.2,140.2,10.0,1,7.85
423.71,1.808,12112.6,140.35,10.0,1,7.85
424.48,1.806,12117.8,140.47,10.0,1,7.85
425.26,1.804,12115.6,140.58,10.0,1,7.85
426.04,1.804,12089.8,140.72,10.0,1,7.85
426.82,1.806,12086.9,140.87,10.0,1,7.85
427.59,1.808,12079.9,140.98,10.0,1,7.85
428.37,1.809,12099.5,141.11,10.0,1,7.85
429.15,1.806,12102.5,141.26,10.0,1,7.85
429.93,1.805,12110.1,141.4,10.0,1,7.85
430.7,1.804,12091.8,141.51,10.0,1,7.85
431.48,1.803,12087.0,141.64,10.0,1,7.85
432.26,1.807,12101.8,141.79,10.0,1,7.85
433.03,1.81,12133.3,141.91,10.0,1,7.85
433.81,1.81,12136.0,142.02,10.0,1,7.85
434.59,1.81,12137.7,142.15,10.0,1,7.85
435.37,1.81,12126.2,142.31,10.0,1,7.85
436.14,1.813,12131.5,142.44,10.0,1,7.85
436.92,1.813,12138.2,142.55,10.0,1,7.85
437.7,1.814,12140.0,142.66,10.0,1,7.85
438.48,1.81,12121.9,142.82,10.0,1,7.85
439.25,1.808,12115.7,142.97,10.0,1,7.85
440.03,1.811,12115.1,143.08,10.0,1,7.85
440.81,1.815,12136.3,143.2,10.0,1,7.85
441.58,1.818,12145.0,143.36,10.0,1,7.85
442.36,1.815,12135.2,143.5,10.0,1,7.85
443.14,1.814,12124.9,143.61,10.0,1,7.85
443.92,1.816,12139.3,143.73,10.0,1,7.85
444.69,1.816,12147.9,143.88,10.0,1,7.85
445.47,1.815,12159.2,144.02,10.0,1,7.85
446.25,1.816,12153.7,144.13,10.0,1,7.85
447.03,1.815,12147.8,144.25,10.0,1,7.85
447.8,1.816,12143.1,144.4,10.0,1,7.85
448.58,1.815,12144.5,144.53,10.0,1,7.85
449.36,1.815,12151.8,144.65,10.0,1,7.85
450.13,1.819,12162.6,144.78,10.0,1,7.85
450.91,1.819,12167.2,144.94,10.0,1,7.85
451.69,1.819,12164.2,145.06,10.0,1,7.85
452.47,1.82,12163.1,145.17,10.0,1,7.85
453.24,1.82,12159.3,145.29,10.0,1,7.85
454.02,1.823,12172.3,145.43,10.0,1,7.85
454.8,1.821,12173.6,145.56,10.0,1,7.85
455.58,1.822,12177.6,145.68,10.0,1,7.85
456.35,1.824,12179.9,145.8,10.0,1,7.85
457.13,1.827,12192.7,145.94,10.0,1,7.85
457.91,1.827,12197.2,146.07,10.0,1,7.85
458.68,1.819,12175.0,146.19,10.0,1,7.85
459.46,1.819,12167.2,146.32,10.0,1,7.85
460.24,1.821,12177.3,146.45,10.0,1,7.85
461.02,1.826,12193.8,146.58,10.0,1,7.85
461.79,1.828,12208.7,146.71,10.0,1,7.85
462.57,1.829,12208.6,146.85,10.0,1,7.85
463.35,1.833,12225.2,146.98,10.0,1,7.85
464.13,1.835,12227.6,147.1,10.0,1,7.85
464.9,1.833,12222.6,147.23,10.0,1,7.85
465.68,1.832,12211.3,147.37,10.0,1,7.85
466.46,1.836,12225.5,147.49,10.0,1,7.85
467.23,1.839,12239.2,147.62,10.0,1,7.85
468.01,1.839,12240.7,147.74,10.0,1,7.85
468.79,1.84,12231.0,147.89,10.0,1,7.85
469.57,1.841,12225.5,148.01,10.0,1,7.85
470.34,1.845,12248.8,148.13,10.0,1,7.85
471.12,1.844,12256.9,148.25,10.0,1,7.85
471.9,1.842,12260.1,148.39,10.0,1,7.85
472.68,1.843,12259.5,148.52,10.0,1,7.85
473.45,1.847,12268.7,148.64,10.0,1,7.85
474.23,1.852,12288.9,148.76,10.0,1,7.85
475.01,1.849,12282.3,148.9,10.0,1,7.85
475.78,1.845,12271.9,149.03,10.0,1,7.85
476.56,1.847,12278.4,149.15,10.0,1,7.85
477.34,1.851,12303.8,149.27,10.0,1,7.85
478.12,1.855,12319.4,149.41,10.0,1,7.85
478.89,1.855,12317.9,149.54,10.0,1,7.85
479.67,1.857,12310.5,149.66,10.0,1,7.85
480.45,1.86,12319.7,149.79,10.0,1,7.85
481.23,1.863,12339.2,149.93,10.0,1,7.85
482.0,1.859,12339.5,150.06,10.0,1,7.85
482.78,1.86,12353.3,150.18,10.0,1,7.85
483.56,1.861,12347.6,150.31,10.0,1,7.85
484.33,1.866,12366.8,150.44,10.0,1,7.85
485.11,1.868,12371.0,150.57,10.0,1,7.85
485.89,1.867,12373.6,150.69,10.0,1,7.85
486.67,1.867,12374.7,150.82,10.0,1,7.85
487.44,1.871,12386.8,150.95,10.0,1,7.85
488.22,1.875,12400.7,151.07,10.0,1,7.85
489.0,1.878,12416.0,151.2,10.0,1,7.85
489.78,1.878,12411.2,151.34,10.0,1,7.85
490.55,1.879,12407.8,151.47,10.0,1,7.85
491.33,1.881,12415.7,151.6,10.0,1,7.85
492.11,1.885,12442.7,151.73,10.0,1,7.85
492.88,1.887,12462.5,151.87,10.0,1,7.85
493.66,1.89,12471.2,152.0,10.0,1,7.85
494.44,1.89,12470.5,152.12,10.0,1,7.85
495.22,1.894,12484.7,152.25,10.0,1,7.85
495.99,1.899,12506.2,152.39,10.0,1,7.85
496.77,1.901,12513.5,152.51,10.0,1,7.85
497.55,1.901,12514.3,152.63,10.0,1,7.85
498.33,1.901,12511.6,152.75,10.0,1,7.85
499.1,1.904,12530.6,152.9,10.0,1,7.85
499.88,1.908,12548.2,153.04,10.0,1,7.85
500.66,1.911,12547.8,153.17,10.0,1,7.85
501.43,1.912,12550.0,153.29,10.0,1,7.85
502.21,1.915,12564.6,153.43,10.0,1,7.85
502.99,1.915,12577.5,153.57,10.0,1,7.85
503.77,1.917,12596.9,153.7,10.0,1,7.85
504.54,1.921,12605.2,153.83,10.0,1,7.85
505.32,1.925,12620.0,153.95,10.0,1,7.85
506.1,1.926,12626.1,154.1,10.0,1,7.85
506.88,1.928,12634.3,154.23,10.0,1,7.85
507.65,1.931,12654.0,154.36,10.0,1,7.85
508.43,1.933,12663.4,154.47,10.0,1,7.85
509.21,1.934,12672.9,154.61,10.0,1,7.85
509.98,1.938,12676.6,154.74,10.0,1,7.85
510.76,1.943,12694.5,154.88,10.0,1,7.85
511.54,1.949,12718.5,155.0,10.0,1,7.85
512.32,1.95,12732.5,155.14,10.0,1,7.85
513.09,1.953,12749.4,155.27,10.0,1,7.85
513.87,1.958,12768.0,155.41,10.0,1,7.85
514.65,1.961,12786.8,155.53,10.0,1,7.85
515.43,1.965,12804.8,155.67,10.0,1,7.85
516.2,1.965,12804.7,155.79,10.0,1,7.85
516.98,1.971,12817.9,155.93,10.0,1,7.85
517.76,1.976,12840.2,156.05,10.0,1,7.85
518.53,1.979,12857.9,156.18,10.0,1,7.85
519.31,1.984,12878.9,156.31,10.0,1,7.85
520.09,1.989,12893.9,156.44,10.0,1,7.85
520.87,1.994,12908.8,156.57,10.0,1,7.85
521.64,1.996,12908.6,156.69,10.0,1,7.85
522.42,1.999,12907.6,156.82,10.0,1,7.85
523.2,2.004,12921.8,156.95,10.0,1,7.85
523.98,2.008,12953.9,157.08,10.0,1,7.85
524.75,2.009,12971.1,157.21,10.0,1,7.85
525.53,2.021,13033.5,157.34,10.0,1,7.85
526.31,2.027,13042.3,157.46,10.0,1,7.85
527.08,2.033,13066.3,157.6,10.0,1,7.85
527.86,2.03,13041.9,157.72,10.0,1,7.85
528.64,2.035,13059.4,157.85,10.0,1,7.85
529.42,2.043,13088.0,157.97,10.0,1,7.85
530.19,2.047,13115.0,158.11,10.0,1,7.85
530.97,2.053,13153.8,158.24,10.0,1,7.85
531.75,2.06,13179.4,158.39,10.0,1,7.85
532.53,2.068,13212.8,158.5,10.0,1,7.85
533.3,2.073,13237.1,158.64,10.0,1,7.85
534.08,2.076,13248.3,158.77,10.0,1,7.85
534.86,2.079,13262.4,158.92,10.0,1,7.85
535.63,2.089,13297.2,159.04,10.0,1,7.85
536.41,2.097,13334.2,159.17,10.0,1,7.85
537.19,2.103,13359.2,159.3,10.0,1,7.85
537.97,2.105,13365.5,159.44,10.0,1,7.85
538.74,2.111,13378.4,159.57,10.0,1,7.85
539.52,2.119,13415.5,159.7,10.0,1,7.85
540.3,2.126,13448.7,159.82,10.0,1,7.85
541.08,2.133,13483.6,159.96,10.0,1,7.85
541.85,2.144,13519.3,160.08,10.0,1,7.85
542.63,2.154,13550.0,160.21,10.0,1,7.85
543.41,2.164,13596.9,160.33,10.0,1,7.85
544.18,2.169,13622.5,160.46,10.0,1,7.85
544.96,2.174,13646.0,160.6,10.0,1,7.85
545.74,2.184,13681.6,160.72,10.0,1,7.85
546.52,2.195,13719.7,160.85,10.0,1,7.85
547.29,2.207,13764.0,160.97,10.0,1,7.85
548.07,2.214,13791.7,161.11,10.0,1,7.85
548.85,2.223,13820.2,161.24,10.0,1,7.85
549.63,2.231,13842.6,161.37,10.0,1,7.85
550.4,2.244,13894.5,161.49,10.0,1,7.85
551.18,2.253,13935.6,161.62,10.0,1,7.85
551.96,2.263,13983.8,161.75,10.0,1,7.85
552.74,2.274,14017.6,161.89,10.0,1,7.85
553.51,2.287,14062.6,162.0,10.0,1,7.85
554.29,2.3,14109.2,162.14,10.0,1,7.85
555.07,2.311,14157.2,162.27,10.0,1,7.85
555.84,2.32,14197.1,162.4,10.0,1,7.85
556.62,2.333,14248.6,162.5,10.0,1,7.85
557.4,2.347,14305.4,162.65,10.0,1,7.85
558.18,2.361,14359.9,162.79,10.0,1,7.85
558.95,2.373,14404.5,162.9,10.0,1,7.85
559.73,2.386,14444.0,163.02,10.0,1,7.85
560.51,2.4,14504.0,163.16,10.0,1,7.85
561.29,2.415,14569.1,163.32,10.0,1,7.85
562.06,2.428,14629.3,163.43,10.0,1,7.85
562.84,2.443,14685.1,163.54,10.0,1,7.85
563.62,2.458,14741.4,163.67,10.0,1,7.85
564.39,2.476,14807.1,163.83,10.0,1,7.85
565.17,2.491,14856.6,163.95,10.0,1,7.85
565.95,2.508,14922.1,164.05,10.0,1,7.85
566.73,2.524,14985.4,164.19,10.0,1,7.85
567.5,2.539,15054.7,164.35,10.0,1,7.85
568.28,2.56,15134.5,164.48,10.0,1,7.85
569.06,2.582,15209.3,164.58,10.0,1,7.85
569.84,2.603,15290.0,164.71,10.0,1,7.85
570.61,2.623,15359.6,164.87,10.0,1,7.85
571.39,2.639,15424.7,164.98,10.0,1,7.85
572.17,2.661,15508.2,165.09,10.0,1,7.85
572.94,2.683,15598.8,165.22,10.0,1,7.85
573.72,2.705,15695.0,165.37,10.0,1,7.85
574.5,2.728,15779.7,165.49,10.0,1,7.85
575.28,2.748,15850.7,165.61,10.0,1,7.85
576.05,2.771,15931.5,165.75,10.0,1,7.85
576.83,2.797,16034.2,165.89,10.0,1,7.85
577.61,2.822,16134.9,166.01,10.0,1,7.85
578.39,2.846,16227.3,166.13,10.0,1,7.85
579.16,2.871,16324.9,166.28,10.0,1,7.85
579.94,2.896,16414.1,166.41,10.0,1,7.85
580.72,2.926,16523.9,166.52,10.0,1,7.85
581.49,2.956,16634.3,166.64,10.0,1,7.85
582.27,2.985,16752.2,166.8,10.0,1,7.85
583.05,3.015,16874.1,166.92,10.0,1,7.85
583.83,3.044,16990.3,167.03,10.0,1,7.85
584.6,3.075,17110.2,167.15,10.0,1,7.85
585.38,3.107,17240.3,167.31,10.0,1,7.85
586.16,3.141,17367.3,167.43,10.0,1,7.85
586.94,3.174,17494.4,167.54,10.0,1,7.85
587.71,3.209,17630.0,167.67,10.0,1,7.85
588.49,3.244,17770.0,167.84,10.0,1,7.85
589.27,3.279,17912.2,167.97,10.0,1,7.85
590.04,3.317,18063.4,168.07,10.0,1,7.85
590.82,3.356,18215.0,168.2,10.0,1,7.85
591.6,3.397,18372.2,168.36,10.0,1,7.85
592.38,3.436,18525.0,168.5,10.0,1,7.85
593.15,3.476,18674.9,168.6,10.0,1,7.85
593.93,3.52,18848.0,168.72,10.0,1,7.85
594.71,3.562,19019.5,168.87,10.0,1,7.85
595.49,3.606,19199.5,169.0,10.0,1,7.85
596.26,3.651,19373.6,169.11,10.0,1,7.85
597.04,3.699,19562.8,169.24,10.0,1,7.85
597.82,3.746,19761.6,169.39,10.0,1,7.85
598.59,3.79,19941.4,169.52,10.0,1,7.85
599.37,3.837,20135.8,169.64,10.0,1,7.85
600.15,3.891,20339.2,169.77,10.0,1,7.85
600.93,3.944,20557.7,169.93,10.0,1,7.85
601.7,3.999,20773.4,170.06,10.0,1,7.85
602.48,4.05,20979.8,170.17,10.0,1,7.85
603.26,4.103,21192.3,170.31,10.0,1,7.85
604.04,4.157,21408.5,170.46,10.0,1,7.85
604.81,4.213,21637.4,170.58,10.0,1,7.85
605.59,4.268,21870.7,170.69,10.0,1,7.85
606.37,4.328,22125.4,170.85,10.0,1,7.85
607.14,4.387,22365.1,170.99,10.0,1,7.85
607.92,4.448,22622.3,171.09,10.0,1,7.85
608.7,4.505,22861.7,171.2,10.0,1,7.85
609.48,4.564,23104.0,171.37,10.0,1,7.85
610.25,4.625,23357.5,171.5,10.0,1,7.85
611.03,4.687,23623.5,171.61,10.0,1,7.85
611.81,4.75,23893.9,171.72,10.0,1,7.85
612.59,4.817,24173.2,171.86,10.0,1,7.85
613.36,4.885,24459.3,171.99,10.0,1,7.85
614.14,4.954,24753.6,172.11,10.0,1,7.85
614.92,5.02,25038.4,172.23,10.0,1,7.85
615.69,5.086,25322.8,172.37,10.0,1,7.85
616.47,5.154,25615.4,172.49,10.0,1,7.85
617.25,5.223,25913.2,172.6,10.0,1,7.85
618.03,5.292,26205.3,172.73,10.0,1,7.85
618.8,5.363,26513.9,172.88,10.0,1,7.85
619.58,5.434,26825.5,173.0,10.0,1,7.85
620.36,5.507,27145.8,173.12,10.0,1,7.85
621.14,5.579,27462.8,173.25,10.0,1,7.85
621.91,5.652,27779.9,173.4,10.0,1,7.85
622.69,5.724,28102.3,173.52,10.0,1,7.85
623.47,5.797,28424.0,173.64,10.0,1,7.85
624.24,5.871,28750.9,173.77,10.0,1,7.85
625.02,5.947,29088.4,173.91,10.0,1,7.85
625.8,6.02,29411.9,174.04,10.0,1,7.85
626.58,6.092,29733.9,174.16,10.0,1,7.85
627.35,6.164,30055.7,174.28,10.0,1,7.85
628.13,6.237,30382.5,174.42,10.0,1,7.85
628.91,6.314,30724.1,174.54,10.0,1,7.85
629.69,6.388,31055.0,174.67,10.0,1,7.85
630.46,6.462,31386.6,174.79,10.0,1,7.85
631.24,6.532,31701.7,174.93,10.0,1,7.85
632.02,6.604,32029.9,175.05,10.0,1,7.85
632.79,6.678,32364.5,175.18,10.0,1,7.85
633.57,6.753,32705.7,175.31,10.0,1,7.85
634.35,6.828,33040.7,175.44,10.0,1,7.85
635.13,6.897,33358.1,175.57,10.0,1,7.85
635.9,6.97,33683.6,175.7,10.0,1,7.85
636.68,7.038,33991.9,175.83,10.0,1,7.85
637.46,7.109,34322.6,175.96,10.0,1,7.85
638.24,7.175,34620.9,176.08,10.0,1,7.85
639.01,7.246,34950.3,176.21,10.0,1,7.85
639.79,7.313,35255.3,176.36,10.0,1,7.85
640.57,7.38,35561.2,176.48,10.0,1,7.85
641.34,7.444,35852.4,176.6,10.0,1,7.85
642.12,7.507,36138.9,176.73,10.0,1,7.85
642.9,7.569,36426.0,176.88,10.0,1,7.85
643.68,7.632,36716.6,177.0,10.0,1,7.85
644.45,7.696,37010.2,177.12,10.0,1,7.85
645.23,7.76,37301.8,177.25,10.0,1,7.85
646.01,7.823,37588.1,177.39,10.0,1,7.85
646.79,7.884,37866.5,177.52,10.0,1,7.85
647.56,7.944,38140.9,177.64,10.0,1,7.85
648.34,8.007,38435.7,177.76,10.0,1,7.85
649.12,8.064,38703.1,177.91,10.0,1,7.85
649.89,8.122,38972.2,178.03,10.0,1,7.85
650.67,8.183,39246.6,178.16,10.0,1,7.85
651.45,8.244,39524.7,178.29,10.0,1,7.85
652.23,8.304,39798.9,178.43,10.0,1,7.85
653.0,8.359,40046.7,178.56,10.0,1,7.85
653.78,8.411,40286.9,178.69,10.0,1,7.85
654.56,8.47,40557.4,178.82,10.0,1,7.85
655.34,8.529,40831.2,178.96,10.0,1,7.85
656.11,8.588,41102.2,179.1,10.0,1,7.85
656.89,8.641,41345.6,179.23,10.0,1,7.85
657.67,8.691,41575.3,179.37,10.0,1,7.85
658.44,8.745,41818.9,179.48,10.0,1,7.85
659.22,8.802,42083.8,179.62,10.0,1,7.85
660.0,8.859,42346.9,179.75,10.0,1,7.85
660.78,8.913,42595.9,179.9,10.0,1,7.85
661.55,8.965,42832.3,180.01,10.0,1,7.85
662.33,9.017,43065.7,180.15,10.0,1,7.85
663.11,9.07,43299.0,180.27,10.0,1,7.85
663.89,9.122,43542.6,180.42,10.0,1,7.85
664.66,9.177,43795.4,180.53,10.0,1,7.85
665.44,9.229,44038.1,180.66,10.0,1,7.85
666.22,9.281,44272.7,180.78,10.0,1,7.85
666.99,9.327,44478.7,180.92,10.0,1,7.85
667.77,9.378,44711.5,181.04,10.0,1,7.85
668.55,9.431,44953.4,181.16,10.0,1,7.85
669.33,9.485,45204.8,181.28,10.0,1,7.85
670.1,9.535,45435.3,181.42,10.0,1,7.85
670.88,9.579,45639.3,181.55,10.0,1,7.85
671.66,9.623,45836.7,181.67,10.0,1,7.85
672.44,9.668,46043.0,181.8,10.0,1,7.85
673.21,9.718,46266.2,181.93,10.0,1,7.85
673.99,9.767,46497.1,182.07,10.0,1,7.85
674.77,9.812,46702.3,182.19,10.0,1,7.85
675.54,9.857,46910.5,182.32,10.0,1,7.85
676.32,9.902,47112.5,182.45,10.0,1,7.85
677.1,9.95,47328.9,182.59,10.0,1,7.85
677.88,9.999,47549.9,182.72,10.0,1,7.85
678.65,10.041,47747.2,182.85,10.0,1,7.85
679.43,10.079,47928.8,182.96,10.0,1,7.85
680.21,10.122,48125.5,183.1,10.0,1,7.85
680.99,10.168,48338.2,183.23,10.0,1,7.85
681.76,10.227,48591.6,183.37,10.0,1,7.85
682.54,10.277,48817.4,183.48,10.0,1,7.85
683.32,10.324,49031.6,183.62,10.0,1,7.85
684.09,10.364,49221.4,183.75,10.0,1,7.85
684.87,10.404,49405.8,183.9,10.0,1,7.85
685.65,10.444,49594.2,184.01,10.0,1,7.85
686.43,10.492,49809.9,184.15,10.0,1,7.85
687.2,10.543,50036.3,184.27,10.0,1,7.85
687.98,10.592,50254.3,184.41,10.0,1,7.85
688.76,10.636,50458.5,184.53,10.0,1,7.85
689.54,10.677,50649.1,184.66,10.0,1,7.85
690.31,10.718,50838.4,184.79,10.0,1,7.85
691.09,10.761,51038.1,184.93,10.0,1,7.85
691.87,10.807,51242.8,185.06,10.0,1,7.85
692.64,10.858,51470.5,185.18,10.0,1,7.85
693.42,10.907,51690.0,185.31,10.0,1,7.85
694.2,10.951,51900.4,185.44,10.0,1,7.85
694.98,10.993,52094.1,185.57,10.0,1,7.85
695.75,11.033,52281.1,185.69,10.0,1,7.85
696.53,11.077,52476.0,185.83,10.0,1,7.85
697.31,11.122,52678.7,185.95,10.0,1,7.85
698.09,11.172,52895.4,186.09,10.0,1,7.85
698.86,11.22,53117.5,186.21,10.0,1,7.85
699.64,11.268,53339.9,186.35,10.0,1,7.85
700.42,11.312,53546.6,186.47,10.0,1,7.85
701.19,11.355,53740.0,186.61,10.0,1,7.85
701.97,11.401,53940.9,186.73,10.0,1,7.85
702.75,11.448,54151.6,186.87,10.0,1,7.85
703.53,11.495,54359.8,186.99,10.0,1,7.85
704.3,11.539,54567.4,187.13,10.0,1,7.85
705.08,11.583,54771.2,187.27,10.0,1,7.85
705.86,11.628,54980.1,187.39,10.0,1,7.85
706.64,11.674,55185.0,187.51,10.0,1,7.85
707.41,11.719,55381.7,187.65,10.0,1,7.85
708.19,11.766,55589.4,187.79,10.0,1,7.85
708.97,11.814,55804.9,187.91,10.0,1,7.85
709.75,11.866,56042.6,188.03,10.0,1,7.85
710.52,11.917,56277.8,188.16,10.0,1,7.85
711.3,11.968,56509.6,188.3,10.0,1,7.85
712.08,12.014,56717.1,188.41,10.0,1,7.85
712.85,12.061,56928.7,188.53,10.0,1,7.85
713.63,12.11,57145.7,188.67,10.0,1,7.85
714.41,12.16,57373.7,188.81,10.0,1,7.85
715.19,12.214,57615.3,188.93,10.0,1,7.85
715.96,12.266,57849.0,189.05,10.0,1,7.85
716.74,12.317,58076.6,189.2,10.0,1,7.85
717.52,12.362,58278.5,189.35,10.0,1,7.85
718.3,12.411,58493.2,189.47,10.0,1,7.85
719.07,12.461,58715.3,189.58,10.0,1,7.85
719.85,12.517,58967.3,189.72,10.0,1,7.85
720.63,12.572,59218.3,189.88,10.0,1,7.85
721.4,12.628,59467.9,190.0,10.0,1,7.85
722.18,12.68,59699.6,190.11,10.0,1,7.85
722.96,12.73,59921.0,190.25,10.0,1,7.85
723.74,12.78,60148.2,190.4,10.0,1,7.85
724.51,12.835,60394.6,190.51,10.0,1,7.85
725.29,12.893,60653.3,190.63,10.0,1,7.85
726.07,12.949,60901.3,190.78,10.0,1,7.85
726.85,13.001,61131.3,190.91,10.0,1,7.85
727.62,13.051,61353.9,191.02,10.0,1,7.85
728.4,13.102,61581.4,191.15,10.0,1,7.85
729.18,13.156,61822.3,191.3,10.0,1,7.85
729.95,13.215,62079.1,191.42,10.0,1,7.85
730.73,13.271,62333.9,191.53,10.0,1,7.85
731.51,13.327,62582.3,191.66,10.0,1,7.85
732.29,13.379,62809.5,191.82,10.0,1,7.85
733.06,13.432,63041.6,191.93,10.0,1,7.85
733.84,13.486,63279.1,192.03,10.0,1,7.85
734.62,13.542,63531.2,192.16,10.0,1,7.85
735.4,13.593,63762.8,192.32,10.0,1,7.85
736.17,13.646,63998.4,192.44,10.0,1,7.85
736.95,13.699,64232.3,192.54,10.0,1,7.85
737.73,13.753,64468.8,192.67,10.0,1,7.85
738.5,13.81,64721.1,192.83,10.0,1,7.85
739.28,13.862,64953.9,192.96,10.0,1,7.85
740.06,13.913,65178.8,193.06,10.0,1,7.85
740.84,13.967,65419.3,193.19,10.0,1,7.85
741.61,14.023,65665.5,193.35,10.0,1,7.85
742.39,14.083,65932.3,193.47,10.0,1,7.85
743.17,14.136,66164.3,193.57,10.0,1,7.85
743.95,14.188,66390.7,193.71,10.0,1,7.85
744.72,14.238,66611.8,193.87,10.0,1,7.85
745.5,14.295,66867.4,193.98,10.0,1,7.85
746.28,14.352,67118.9,194.09,10.0,1,7.85
747.05,14.407,67365.2,194.24,10.0,1,7.85
747.83,14.455,67574.0,194.38,10.0,1,7.85
748.61,14.505,67788.1,194.5,10.0,1,7.85
749.39,14.557,68016.5,194.62,10.0,1,7.85
750.16,14.615,68272.5,194.77,10.0,1,7.85
750.94,14.671,68518.9,194.92,10.0,1,7.85
751.72,14.723,68751.4,195.04,10.0,1,7.85
752.5,14.772,68961.5,195.16,10.0,1,7.85
753.27,14.819,69167.7,195.3,10.0,1,7.85
754.05,14.87,69389.3,195.44,10.0,1,7.85
754.83,14.923,69624.4,195.55,10.0,1,7.85
755.6,14.98,69878.0,195.66,10.0,1,7.85
756.38,15.03,70106.8,195.82,10.0,1,7.85
757.16,15.082,70329.9,195.96,10.0,1,7.85
757.94,15.129,70535.0,196.06,10.0,1,7.85
758.71,15.178,70746.4,196.17,10.0,1,7.85
759.49,15.23,70978.0,196.34,10.0,1,7.85
760.27,15.283,71214.8,196.49,10.0,1,7.85
761.05,15.331,71410.3,196.59,10.0,1,7.85
761.82,15.38,71598.6,196.7,10.0,1,7.85
762.6,15.429,71803.5,196.87,10.0,1,7.85
763.38,15.48,72039.7,197.01,10.0,1,7.85
764.15,15.534,72301.6,197.11,10.0,1,7.85
764.93,15.583,72522.6,197.22,10.0,1,7.85
765.71,15.629,72722.8,197.37,10.0,1,7.85
766.49,15.671,72910.5,197.51,10.0,1,7.85
767.26,15.715,73097.7,197.62,10.0,1,7.85
768.04,15.762,73298.9,197.73,10.0,1,7.85
768.82,15.812,73514.9,197.88,10.0,1,7.85
769.6,15.861,73733.3,198.0,10.0,1,7.85
770.37,15.908,73942.8,198.13,10.0,1,7.85
771.15,15.951,74137.3,198.25,10.0,1,7.85
771.93,15.995,74326.3,198.4,10.0,1,7.85
772.7,16.041,74520.6,198.52,10.0,1,7.85
773.48,16.089,74727.1,198.65,10.0,1,7.85
774.26,16.136,74908.2,198.77,10.0,1,7.85
775.04,16.186,75098.8,198.92,10.0,1,7.85
775.81,16.234,75297.0,199.05,10.0,1,7.85
776.59,16.281,75490.0,199.18,10.0,1,7.85
777.37,16.323,75698.7,199.3,10.0,1,7.85
778.15,16.363,75878.9,199.44,10.0,1,7.85
778.92,16.404,76076.7,199.57,10.0,1,7.85
779.7,16.435,76226.2,199.63,10.0,1,7.85
2.3,6.051,32630.3,69.98,20.0,2,7.85
2.69,5.953,32170.8,69.98,20.0,2,7.85
3.08,5.886,31805.8,69.99,20.0,2,7.85
3.46,5.835,31506.7,70.0,20.0,2,7.85
3.85,5.791,31250.7,70.02,20.0,2,7.85
4.24,5.751,31032.5,70.05,20.0,2,7.85
4.63,5.716,30844.3,70.09,20.0,2,7.85
5.01,5.682,30667.5,70.15,20.0,2,7.85
5.4,5.649,30500.7,70.22,20.0,2,7.85
5.79,5.621,30349.2,70.28,20.0,2,7.85
6.18,5.593,30207.3,70.36,20.0,2,7.85
6.56,5.565,30065.4,70.45,20.0,2,7.85
6.95,5.536,29925.1,70.55,20.0,2,7.85
7.34,5.508,29787.4,70.67,20.0,2,7.85
7.73,5.482,29648.9,70.79,20.0,2,7.85
8.11,5.456,29514.5,70.95,20.0,2,7.85
8.5,5.43,29386.8,71.1,20.0,2,7.85
8.89,5.405,29265.8,71.23,20.0,2,7.85
9.28,5.381,29148.6,71.38,20.0,2,7.85
9.66,5.356,29021.6,71.53,20.0,2,7.85
10.05,5.331,28892.1,71.68,20.0,2,7.85
10.44,5.305,28765.4,71.83,20.0,2,7.85
10.83,5.28,28646.3,71.97,20.0,2,7.85
11.21,5.259,28537.7,72.16,20.0,2,7.85
11.6,5.238,28435.1,72.32,20.0,2,7.85
11.99,5.216,28338.1,72.46,20.0,2,7.85
12.38,5.195,28246.3,72.61,20.0,2,7.85
12.76,5.174,28157.7,72.73,20.0,2,7.85
13.15,5.156,28071.4,72.87,20.0,2,7.85
13.54,5.138,27986.9,73.0,20.0,2,7.85
13.93,5.119,27902.6,73.12,20.0,2,7.85
14.32,5.103,27816.6,73.28,20.0,2,7.85
14.7,5.087,27736.6,73.4,20.0,2,7.85
15.09,5.071,27658.8,73.51,20.0,2,7.85
